Updated 6/15/2021,,,,,
,N00027523,"Sires, Albio",D,NJ08,H6NJ13191
,N00041357,"Slotkin, Elissa",D,MI08,H8MI08102
,N00007833,"Smith, Adam",D,WA09,H6WA09025
,N00027623,"Smith, Adrian",R,NE03,H6NE03115
,N00009816,"Smith, Chris",R,NJ04,H8NJ04014
,N00035282,"Smith, Jason",R,MO08,H4MO08162
,N00042353,"Smith, Tina",D,MNS1,S8MN00578
,N00038781,"Smucker, Lloyd",R,PA11,H6PA16320
,N00037422,"Soto, Darren",D,FL09,H6FL09179
,N00041418,"Spanberger, Abigail",D,VA07,H8VA07094
,N00046537,"Spartz, Victoria",R,IN05,H0IN05326
,N00029649,"Speier, Jackie",D,CA14,H8CA12171
,N00004118,"Stabenow, Debbie",D,MIS2,S8MI00281
,N00047871,"Stansbury, Melanie",D,NM01,H2NM01144
,N00041750,"Stanton, Greg",D,AZ09,H8AZ09040
,N00041511,"Stauber, Pete",R,MN08,H8MN08043
,N00044501,"Steel, Michelle",R,CA48,H0CA48198
,N00035523,"Stefanik, Elise",R,NY21,H4NY21079
,N00043379,"Steil, Bryan",R,WI01,H8WI01156
,N00042808,"Steube, Greg",R,FL17,H8FL17053
,N00040915,"Stevens, Haley",D,MI11,H8MI11254
,N00033932,"Stewart, Chris",R,UT02,H2UT02324
,N00029574,"Stivers, Steve",R,OH15,H8OH15076
,N00046320,"Strickland, Marilyn",D,WA10,H0WA10034
,N00035774,"Sullivan, Dan",R,AKS1,S4AK00214
,N00038742,"Suozzi, Tom",D,NY03,H6NY03247
,N00033508,"Swalwell, Eric",D,CA15,H2CA15094
,N00006701,"Takano, Mark",D,CA41,H2CA43245
,N00027709,"Taylor, Van",R,TX03,H8TX03123
,N00036351,"Tenney, Claudia",R,NY22,H4NY22051
,N00027605,"Tester, Jon",D,MTS1,S6MT00162
,N00003288,"Thompson, Bennie G",D,MS02,H4MS02068
,N00029736,"Thompson, Glenn",R,PA15,H8PA05071
,N00007419,"Thompson, Mike",D,CA05,H8CA01109
,N00004572,"Thune, John",R,SDS1,S2SD00068
,N00045307,"Tiffany, Tom",R,WI07,H0WI07101
,N00035492,"Tillis, Thom",R,NCS1,S4NC00162
,N00042715,"Timmons, William",R,SC04,H8SC04250
,N00030191,"Titus, Dina",D,NV01,H8NV03036
,N00042649,"Tlaib, Rashida",D,MI13,H8MI13250
,N00030196,"Tonko, Paul",D,NY20,H8NY21203
,N00001489,"Toomey, Pat",R,PAS1,S4PA00121
,N00036107,"Torres, Norma",D,CA35,H4CA35031
,N00044346,"Torres, Ritchie",D,NY15,H0NY15160
,N00041808,"Trahan, Lori",D,MA03,H8MA03106
,N00039122,"Trone, David",D,MD06,H6MD08549
,N00044434,"Tuberville, Tommy",R,ALS1,S0AL00230
,N00025175,"Turner, Michael R",R,OH10,H2OH03067
,N00041569,"Underwood, Lauren A",D,IL14,H8IL14174
,N00004133,"Upton, Fred",R,MI06,H6MI04113
,N00033367,"Valadao, David",R,CA21,H2CA20094
,N00042164,"Van Drew, Jeff",R,NJ02,H8NJ02166
,N00045167,"Van Duyne, Beth",R,TX24,H0TX24209
,N00013820,"Van Hollen, Chris",D,MDS2,S6MD03441
,N00007021,"Vargas, Juan",D,CA51,H2CA50026
,N00033839,"Veasey, Marc",D,TX33,H2TX33073
,N00034349,"Vela, Filemon",D,TX34,H2TX27190
,N00001102,"Velazquez, Nydia",D,NY07,H2NY00010
,N00033106,"Wagner, Ann L",R,MO02,H2MO02102
,N00026368,"Walberg, Tim",R,MI07,H4MI07103
,N00031226,"Walorski, Jackie",R,IN02,H0IN02190
,N00042403,"Waltz, Michael",R,FL06,H8FL06148
,N00002097,"Warner, Mark",D,VAS2,S6VA00093
,N00046489,"Warnock, Raphael",D,GAS2,S0GA00559
,N00033492,"Warren, Elizabeth",D,MAS1,S2MA00170
,N00006690,"Waters, Maxine",D,CA43,H4CA23011
,N00033539,"Weber, Randy",R,TX14,H2TX14149
,N00026335,"Webster, Daniel",R,FL11,H0FL08208
,N00000515,"Welch, Peter",D,VT01,H6VT00160
,N00033310,"Wenstrup, Brad",R,OH02,H2OH02085
,N00035527,"Westerman, Bruce",R,AR04,H4AR04048
,N00041002,"Wexton, Jennifer",D,VA10,H8VA10106
,N00027533,"Whitehouse, Sheldon",D,RIS1,S6RI00221
,N00003280,"Wicker, Roger",R,MSS2,S8MS00196
,N00041997,"Wild, Susan",D,PA07,H8PA15229
,N00047361,"Williams, Nikema Natassha",D,GA05,H0GA05301
,N00030602,"Williams, Roger",R,TX25,H2TX33040
,N00030650,"Wilson, Frederica",D,FL24,H0FL17068
,N00024809,"Wilson, Joe",R,SC02,H2SC02059
,N00029459,"Wittman, Rob",R,VA01,H8VA01147
,N00031857,"Womack, Steve",R,AR03,H0AR03055
,N00042240,"Wright, Ron",R,TX06,H8TX06233
,N00007724,"Wyden, Ron",D,ORS2,S6OR00110
,N00028073,"Yarmuth, John",D,KY03,H6KY03124
,N00007999,"Young, Don",R,AK01,H6AK00045
,N00030670,"Young, Todd",R,INS2,S6IN00191
,N00029404,"Zeldin, Lee",R,NY01,H8NY01148
